Temperature;	Magnetization;	Error_Mag;	Specific_Heat;	Error_SpHe;	Susceptibility:	Error_Susc;	Total_Energy;	Error_tEn;	
1.60;	-0.0002072;	0.00230664;	0.269668;	0.0015086;	2.19274;	0.0186142;	-0.554586;	0.000631646
1.61;	-0.0053312;	0.00237643;	0.266517;	0.00145844;	2.16201;	0.0169827;	-0.552159;	0.000602076
1.62;	-0.0017636;	0.00249477;	0.264076;	0.00131358;	2.13984;	0.0180994;	-0.549338;	0.000566935
1.63;	-0.0009552;	0.00217802;	0.261961;	0.00132583;	2.08376;	0.0190213;	-0.54693;	0.000610137
1.64;	0.0043304;	0.00207418;	0.260433;	0.00135015;	2.04309;	0.0170177;	-0.544372;	0.000532951
1.65;	0.0009456;	0.00231172;	0.25713;	0.00133305;	2.0505;	0.0158686;	-0.541693;	0.000541443
1.66;	-0.0012428;	0.00220995;	0.255574;	0.00132988;	1.99587;	0.0166666;	-0.538894;	0.000542921
1.67;	0.0001444;	0.00217514;	0.252648;	0.00128761;	1.97889;	0.0154231;	-0.536478;	0.000496359
1.68;	-0.0025028;	0.00186988;	0.251247;	0.00130531;	1.9563;	0.0146112;	-0.53389;	0.000516002
1.69;	0.0009444;	0.00200524;	0.249241;	0.00125812;	1.92188;	0.0142285;	-0.531054;	0.000504372
1.70;	0.0008924;	0.00212797;	0.246771;	0.00134191;	1.89728;	0.0143917;	-0.528542;	0.000519459
1.71;	-0.0062116;	0.00207361;	0.24489;	0.00131114;	1.85547;	0.015599;	-0.526202;	0.000494496
1.72;	-0.0003256;	0.00181644;	0.243875;	0.00115889;	1.84102;	0.0152513;	-0.523924;	0.000535683
1.73;	0.0014788;	0.00197205;	0.241307;	0.00127373;	1.81414;	0.0131483;	-0.521802;	0.00053291
1.74;	9.6e-06;	0.00204413;	0.239792;	0.00120047;	1.81561;	0.0146084;	-0.519148;	0.000512405
1.75;	0.0029848;	0.00172047;	0.238193;	0.00135573;	1.79271;	0.014364;	-0.516448;	0.000480573
1.76;	-0.0010044;	0.00198742;	0.236022;	0.00122803;	1.75904;	0.0129424;	-0.513858;	0.000534687
1.77;	-0.0015952;	0.00204743;	0.233841;	0.00131735;	1.7483;	0.0142167;	-0.511697;	0.000549919
1.78;	-0.0037856;	0.0020205;	0.232343;	0.00124847;	1.72011;	0.0123278;	-0.509205;	0.00051532
1.79;	-0.0011428;	0.0020262;	0.23156;	0.00119352;	1.72304;	0.0134282;	-0.506606;	0.000541035
1.80;	-0.0012532;	0.00195929;	0.229097;	0.00116501;	1.69986;	0.0125042;	-0.504516;	0.000543804
1.81;	-0.0008672;	0.00185261;	0.227542;	0.00120859;	1.66884;	0.012116;	-0.50234;	0.00055131
1.82;	-0.0006272;	0.00205885;	0.22597;	0.0011888;	1.64748;	0.0127439;	-0.500034;	0.000575423
1.83;	-0.0003004;	0.00199954;	0.224557;	0.00107373;	1.61132;	0.012884;	-0.497814;	0.000530615
1.84;	-0.0001292;	0.00178201;	0.222547;	0.00106349;	1.61249;	0.0131737;	-0.495966;	0.000537845
1.85;	-0.0016348;	0.00185044;	0.220173;	0.00105688;	1.60416;	0.012463;	-0.493873;	0.000519271
1.86;	0.0018056;	0.0017915;	0.219569;	0.00108557;	1.58183;	0.0115124;	-0.491476;	0.000522808
1.87;	-0.0006932;	0.00174734;	0.218472;	0.00115715;	1.57963;	0.0115363;	-0.489174;	0.000554867
1.88;	0.0003104;	0.0016133;	0.216484;	0.00112199;	1.54783;	0.0129757;	-0.487062;	0.000581118
1.89;	-0.0002536;	0.00197883;	0.214408;	0.00110288;	1.53585;	0.0113927;	-0.48487;	0.000509774
1.90;	-0.0011188;	0.00200436;	0.21274;	0.00111921;	1.50819;	0.0120112;	-0.482794;	0.000541894
1.91;	0.0046476;	0.00174372;	0.212363;	0.00114871;	1.4973;	0.0114034;	-0.480735;	0.000576514
1.92;	0.0001196;	0.00168912;	0.209752;	0.00103569;	1.48224;	0.00951941;	-0.478337;	0.000566889
1.93;	-0.0001212;	0.00150377;	0.207737;	0.00106645;	1.48935;	0.0108033;	-0.476597;	0.000540603
1.94;	0.0003168;	0.00187247;	0.206698;	0.00107193;	1.45557;	0.0101531;	-0.474399;	0.000564029
1.95;	-0.0005188;	0.00168637;	0.205192;	0.00106886;	1.43518;	0.00964468;	-0.472454;	0.000565983
1.96;	0.0002792;	0.00170209;	0.204354;	0.00108374;	1.4293;	0.0109362;	-0.470359;	0.00059771
1.97;	0.000344;	0.00182752;	0.20282;	0.00107176;	1.40504;	0.0103594;	-0.468114;	0.000597057
1.98;	0.0004084;	0.00150493;	0.201168;	0.000989561;	1.38722;	0.00953311;	-0.466254;	0.000590678
1.99;	0.001084;	0.00164816;	0.19971;	0.00102492;	1.36905;	0.00943809;	-0.463886;	0.0006004
2.00;	-9.2e-05;	0.00160854;	0.198005;	0.00103406;	1.35476;	0.00991846;	-0.46189;	0.000569346
2.01;	-0.0016868;	0.00161679;	0.196509;	0.000995382;	1.35217;	0.00922136;	-0.460167;	0.000536418
2.02;	-0.0005668;	0.0014999;	0.195481;	0.00105592;	1.32686;	0.00988544;	-0.45793;	0.000561432
2.03;	-0.0020704;	0.00167132;	0.193539;	0.000963755;	1.32278;	0.00991893;	-0.456153;	0.000583705
2.04;	0.0001816;	0.00152084;	0.191906;	0.000958489;	1.30957;	0.00853696;	-0.454069;	0.000558563
2.05;	0.0007388;	0.00139508;	0.19091;	0.000962567;	1.2811;	0.00883172;	-0.452258;	0.000548749
2.06;	0.0002196;	0.00164091;	0.189298;	0.000896468;	1.28271;	0.00795135;	-0.45025;	0.000557828
2.07;	0.0016428;	0.0016018;	0.187541;	0.000878975;	1.27879;	0.00937737;	-0.448748;	0.000534339
2.08;	-7.2e-05;	0.00150448;	0.18561;	0.000967575;	1.25252;	0.0091999;	-0.446714;	0.000556253
2.09;	-0.0011068;	0.0015023;	0.184749;	0.000918061;	1.24226;	0.00883657;	-0.444948;	0.000570352
2.10;	-0.0031144;	0.00134107;	0.182905;	0.000942272;	1.23185;	0.00913314;	-0.442977;	0.000544236
2.11;	0.0022796;	0.00156321;	0.18096;	0.00101969;	1.21994;	0.00838259;	-0.440992;	0.000561039
2.12;	-0.0051116;	0.001589;	0.179553;	0.000909092;	1.19441;	0.00908097;	-0.439122;	0.000577935
2.13;	-0.0021936;	0.00172091;	0.179135;	0.0009308;	1.18939;	0.00822538;	-0.43731;	0.000577467
2.14;	0.0002364;	0.00179073;	0.176667;	0.000944878;	1.18014;	0.00853636;	-0.435574;	0.000583116
2.15;	-0.0021836;	0.00147969;	0.175858;	0.000958899;	1.17344;	0.00779095;	-0.434298;	0.000536606
2.16;	-0.000472;	0.00159024;	0.175356;	0.000941716;	1.17106;	0.00748967;	-0.432391;	0.000563979
2.17;	-0.0008576;	0.00143625;	0.173985;	0.000931319;	1.15521;	0.00794026;	-0.431083;	0.000566196
2.18;	0.0019968;	0.00149814;	0.172212;	0.000913583;	1.14585;	0.00893874;	-0.428823;	0.00058209
2.19;	-0.0015004;	0.00140702;	0.171463;	0.000841092;	1.13454;	0.00744123;	-0.42709;	0.000561409
2.20;	-6.52e-05;	0.00150911;	0.168976;	0.000832194;	1.13601;	0.00755166;	-0.425579;	0.000577531
2.21;	-0.0002844;	0.00150683;	0.167949;	0.000873959;	1.11708;	0.00653963;	-0.423871;	0.00055787
2.22;	0.0030488;	0.00143128;	0.166562;	0.000871221;	1.11203;	0.00791444;	-0.421971;	0.000551332
2.23;	-0.000564;	0.00131594;	0.165808;	0.000767333;	1.09341;	0.0074625;	-0.420588;	0.000567783
2.24;	0.0013632;	0.00139229;	0.164304;	0.000784957;	1.08479;	0.00680315;	-0.418957;	0.000551746
2.25;	-0.0020868;	0.00132818;	0.162898;	0.000790864;	1.07302;	0.00748983;	-0.41738;	0.000561671
2.26;	0.0002132;	0.00138666;	0.161838;	0.000755666;	1.07394;	0.00741088;	-0.415702;	0.000570836
2.27;	0.0019984;	0.00141632;	0.16048;	0.000724753;	1.06646;	0.00655819;	-0.413948;	0.000540842
2.28;	-0.0024728;	0.00128844;	0.158809;	0.00068633;	1.06026;	0.00713578;	-0.412322;	0.000540038
2.29;	0.0016356;	0.00135634;	0.157682;	0.000624018;	1.04495;	0.00717528;	-0.410606;	0.000531595
2.30;	0.0027932;	0.00154473;	0.156403;	0.000647665;	1.03513;	0.0064526;	-0.408876;	0.000526563
2.31;	0.0019596;	0.0015179;	0.155389;	0.000639907;	1.0266;	0.00553699;	-0.407591;	0.000512337
2.32;	-0.0014328;	0.00132702;	0.154509;	0.000673318;	1.02423;	0.00631471;	-0.405956;	0.000497008
2.33;	0.0007528;	0.00124033;	0.153767;	0.00065647;	1.01911;	0.00656473;	-0.404883;	0.000501659
2.34;	0.001174;	0.00141517;	0.1527;	0.000643065;	1.01464;	0.00638089;	-0.403037;	0.000505329
2.35;	-0.0001996;	0.00155063;	0.151448;	0.000641945;	0.996182;	0.00675192;	-0.401522;	0.000487876
2.36;	0.0009044;	0.00134419;	0.150845;	0.000546137;	0.988413;	0.00603237;	-0.400202;	0.000507963
2.37;	0.000846;	0.00139483;	0.150185;	0.000539919;	0.983977;	0.00703884;	-0.398592;	0.000523739
2.38;	-0.0008132;	0.00168518;	0.149219;	0.000538036;	0.980092;	0.00613734;	-0.397015;	0.00047374
2.39;	-0.002952;	0.00142846;	0.148167;	0.000509423;	0.956053;	0.0058045;	-0.395418;	0.000487137
2.40;	0.0020012;	0.00131143;	0.147319;	0.000550363;	0.955142;	0.00556549;	-0.393764;	0.000492047
2.41;	-0.0010964;	0.00135981;	0.146614;	0.000569505;	0.944289;	0.00621618;	-0.392494;	0.000505628
2.42;	9.6e-06;	0.00135602;	0.14529;	0.000604078;	0.939431;	0.00527557;	-0.391265;	0.000501973
2.43;	0.0003816;	0.00131436;	0.144246;	0.000608402;	0.935567;	0.00566802;	-0.389508;	0.000567617
2.44;	-0.0041608;	0.00149042;	0.143339;	0.000617597;	0.928413;	0.0053616;	-0.388198;	0.000563213
2.45;	-0.0015468;	0.00131008;	0.142059;	0.000643385;	0.923554;	0.0056856;	-0.38707;	0.000520411
2.46;	-0.00124;	0.00127905;	0.14061;	0.000627991;	0.917147;	0.00563149;	-0.385644;	0.000511987
2.47;	-0.0009312;	0.00133761;	0.139499;	0.000650263;	0.915171;	0.00571584;	-0.384082;	0.00050535
2.48;	-0.000896;	0.00128983;	0.138627;	0.000652271;	0.911969;	0.0059381;	-0.382646;	0.000493555
