Temperature;	Magnetization;	Error_Mag;	Specific_Heat;	Error_SpHe;	Susceptibility:	Error_Susc;	Total_Energy;	Error_tEn;	
            2.73;	5.3208e-05;	0.000221148;	0.117574;	7.99722e-05;	0.761982;	0.000796824;	-0.350784;	7.77265e-05
            2.74;	3.3312e-05;	0.000220484;	0.116819;	7.95072e-05;	0.757222;	0.000795436;	-0.349619;	7.73255e-05
            2.75;	5.3424e-05;	0.000219665;	0.1161;	7.89014e-05;	0.752588;	0.000790978;	-0.348451;	7.77245e-05
            2.76;	6.1368e-05;	0.000218706;	0.115352;	7.82172e-05;	0.747936;	0.000787096;	-0.347279;	7.72557e-05
            2.77;	5.652e-05;	0.00021725;	0.114622;	7.7965e-05;	0.743327;	0.000780516;	-0.346136;	7.71742e-05
            2.78;	5.8272e-05;	0.000216875;	0.113898;	7.71672e-05;	0.738661;	0.000773944;	-0.344995;	7.69424e-05
            2.79;	4.3192e-05;	0.000216214;	0.113199;	7.62884e-05;	0.73408;	0.000765755;	-0.343861;	7.66827e-05
            2.80;	3.42e-05;	0.000215976;	0.112498;	7.58711e-05;	0.729597;	0.000761908;	-0.342743;	7.64527e-05
            2.81;	3.7448e-05;	0.000216461;	0.111795;	7.60718e-05;	0.725164;	0.000749807;	-0.341624;	7.68298e-05
            2.82;	4.34e-05;	0.000216711;	0.111096;	7.57314e-05;	0.720938;	0.00074282;	-0.340507;	7.61487e-05
            2.83;	5.2152e-05;	0.000216109;	0.110409;	7.51649e-05;	0.71657;	0.000739098;	-0.339411;	7.63523e-05
            2.84;	3.8232e-05;	0.000215564;	0.109734;	7.47306e-05;	0.712308;	0.000734901;	-0.338309;	7.70508e-05
            2.85;	6.2608e-05;	0.000213855;	0.109055;	7.45897e-05;	0.707961;	0.000732692;	-0.337218;	7.63858e-05
            2.86;	5.7712e-05;	0.000212241;	0.108375;	7.4562e-05;	0.70375;	0.000724375;	-0.336147;	7.68111e-05
            2.87;	3.8608e-05;	0.000210781;	0.107711;	7.44746e-05;	0.699687;	0.000721832;	-0.335073;	7.70164e-05
            2.88;	4.4672e-05;	0.000209575;	0.107046;	7.44628e-05;	0.695523;	0.000713769;	-0.333996;	7.67408e-05
