Temperature;	Magnetization;	Error_Mag;	Specific_Heat;	Error_SpHe;	Susceptibility:	Error_Susc;	Total_Energy;	Error_tEn;	
1.71;	-0.00025108;	0.000733672;	0.247095;	0.000410358;	1.87192;	0.00495549;	-0.52592;	0.000183103
1.72;	-0.00058796;	0.000716027;	0.244909;	0.000404875;	1.85115;	0.00480864;	-0.523697;	0.000180213
1.73;	-0.00119836;	0.00056245;	0.242816;	0.000405953;	1.83012;	0.00503547;	-0.521229;	0.000187307
1.74;	-0.00150148;	0.000736396;	0.241131;	0.00036336;	1.81776;	0.0045998;	-0.518916;	0.000190883
1.75;	0.0005752;	0.000683137;	0.239024;	0.000364639;	1.79579;	0.00436389;	-0.516397;	0.000177688
1.76;	1.48e-05;	0.000681037;	0.237143;	0.000372244;	1.7733;	0.00448126;	-0.514063;	0.000187165
1.77;	0.00040828;	0.000654073;	0.235586;	0.000382147;	1.75045;	0.0037729;	-0.511755;	0.00018712
1.78;	-0.0009986;	0.00064586;	0.233603;	0.000375315;	1.7299;	0.00447317;	-0.509397;	0.000191856
1.79;	-0.00063192;	0.000652141;	0.231833;	0.000350953;	1.71069;	0.00368806;	-0.507072;	0.000189272
1.80;	-0.00079312;	0.000640184;	0.229477;	0.000327228;	1.6927;	0.00411462;	-0.504656;	0.000181865
1.81;	-0.0006286;	0.000588999;	0.227813;	0.000352826;	1.66849;	0.00382518;	-0.502424;	0.000183587
1.82;	0.00031196;	0.000658107;	0.226134;	0.000340531;	1.64613;	0.0039582;	-0.500077;	0.000182022
1.83;	0.0005926;	0.000544901;	0.224513;	0.000334617;	1.62245;	0.00354735;	-0.497744;	0.000183928
1.84;	0.00010052;	0.00058842;	0.222852;	0.000350035;	1.60976;	0.00394446;	-0.495584;	0.000182296
1.85;	-0.00048376;	0.000662549;	0.221339;	0.000357564;	1.59372;	0.00352958;	-0.493366;	0.00018377
1.86;	-0.00043408;	0.000613269;	0.219372;	0.000349985;	1.57518;	0.00345118;	-0.491168;	0.000180416
1.87;	-0.00079128;	0.000545921;	0.217689;	0.000357703;	1.55769;	0.00393712;	-0.488855;	0.00018756
1.88;	0.00073016;	0.000616649;	0.216341;	0.000356291;	1.54684;	0.00348151;	-0.4869;	0.000166501
1.89;	-0.00018724;	0.000567602;	0.2141;	0.000330188;	1.53259;	0.00377439;	-0.484661;	0.000172374
1.90;	-0.00022508;	0.000669517;	0.212399;	0.000384291;	1.50428;	0.00362574;	-0.482574;	0.000167374
1.91;	0.000884;	0.000639697;	0.210768;	0.000368753;	1.4954;	0.00325143;	-0.480512;	0.000173853
1.92;	-0.00025744;	0.000565671;	0.209291;	0.00035765;	1.4734;	0.00348396;	-0.47841;	0.000176209
1.93;	0.0005634;	0.000449977;	0.207601;	0.000331793;	1.4634;	0.00377909;	-0.476298;	0.000167443
1.94;	-0.00096616;	0.000580827;	0.205951;	0.000352016;	1.44447;	0.00314645;	-0.474175;	0.000167785
1.95;	-2.964e-05;	0.000559351;	0.204502;	0.000359756;	1.43343;	0.00305102;	-0.472122;	0.000165836
1.96;	0.0001718;	0.000624195;	0.203199;	0.000357695;	1.41773;	0.00350549;	-0.47012;	0.000157998
1.97;	-2.528e-05;	0.000600769;	0.201323;	0.00034258;	1.40374;	0.00292876;	-0.46822;	0.000157096
1.98;	0.00078748;	0.000517174;	0.199853;	0.000314482;	1.38625;	0.00301263;	-0.466258;	0.000159677
1.99;	0.00016936;	0.000602733;	0.198388;	0.000338901;	1.37383;	0.00296682;	-0.464269;	0.000175488
2.00;	0.00057648;	0.000545847;	0.196698;	0.000282152;	1.35926;	0.00310973;	-0.462185;	0.00016395
2.01;	0.00043572;	0.000538351;	0.195006;	0.000304932;	1.34674;	0.00293645;	-0.460256;	0.000160337
2.02;	0.0003422;	0.000492259;	0.193642;	0.000303727;	1.32625;	0.00248598;	-0.458311;	0.000158652
2.03;	0.00049968;	0.000505759;	0.192263;	0.000295941;	1.31844;	0.00289272;	-0.456352;	0.00016331
2.04;	0.00012084;	0.000476533;	0.191093;	0.0003116;	1.30719;	0.00255362;	-0.454546;	0.000158119
2.05;	0.00021532;	0.000514708;	0.189815;	0.000303891;	1.28944;	0.0028768;	-0.452491;	0.00016555
2.06;	0.0003292;	0.00049959;	0.188166;	0.000335359;	1.27892;	0.00254692;	-0.450719;	0.000175223
