Temperature;	Magnetization;	Error_Mag;	Specific_Heat;	Error_SpHe;	Susceptibility:	Error_Susc;	Total_Energy;	Error_tEn;	
            0.32;	0.993065;	0.0045813;	0.00666382;	0.00101846;	156.116;	0.0243694;	-1.01972;	9.82509e-05
            0.33;	0.992931;	0.00458111;	0.00783123;	0.000997758;	151.355;	0.0250102;	-1.01968;	9.83944e-05
            0.34;	0.992615;	0.00458129;	0.0104578;	0.00112938;	146.835;	0.0305215;	-1.0196;	9.96216e-05
            0.35;	0.975698;	0.00872222;	0.0140249;	0.00127496;	142.557;	0.0326269;	-1.01916;	0.000184421
            0.36;	0.981563;	0.00706144;	0.018429;	0.00139478;	138.481;	0.0367229;	-1.01914;	0.000150743
            0.37;	0.983214;	0.00636162;	0.0232046;	0.00149691;	134.605;	0.0421527;	-1.01901;	0.000136784
            0.38;	0.983767;	0.00598511;	0.0315157;	0.00172346;	130.79;	0.055456;	-1.01871;	0.000142858
            0.39;	0.982802;	0.00503942;	0.0404925;	0.00195269;	127.162;	0.0627926;	-1.01838;	0.000127323
            0.40;	0.977898;	0.00583362;	0.0514107;	0.00212949;	123.625;	0.07142;	-1.01783;	0.000148228
            0.41;	0.978754;	0.00381075;	0.0631623;	0.00243797;	120.21;	0.0855021;	-1.01735;	0.00012725
            0.42;	0.972387;	0.00444808;	0.0775335;	0.00277666;	116.832;	0.102283;	-1.01659;	0.000149154
            0.43;	0.96218;	0.00525052;	0.0949089;	0.00307754;	113.454;	0.116378;	-1.01557;	0.000177355
            0.44;	0.958136;	0.00483062;	0.112978;	0.00313962;	110.159;	0.12247;	-1.01455;	0.000181664
            0.45;	0.945653;	0.00514969;	0.135161;	0.0034457;	106.748;	0.143773;	-1.01311;	0.000205565
            0.46;	0.933116;	0.0054576;	0.157236;	0.00352971;	103.452;	0.154072;	-1.01156;	0.000225755
